lead_id,first_touch_time,channel,industry,company_size,jobtitle_level,email_domain,pyhone_contry_code,form_length,utm_source,utm_campaign
L0469,2024/5/22 23:38,ADS,FinTech,201-1000,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0470,2024/4/17 0:50,ADS,E-commerce,0-50,Individual,company.com,company.com,company.com,company.com,company.com
L0471,2024/5/8 4:10,WEBINAR,SaaS,1000+,VP+,company.com,company.com,company.com,company.com,company.com
L0472,2024/4/10 14:12,SEO,Healthcare,0-50,VP+,163.com,163.com,163.com,163.com,163.com
L0473,2024/4/16 6:29,SEO,E-commerce,0-50,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0474,2024/5/27 21:10,SEO,FinTech,51-200,VP+,company.com,company.com,company.com,company.com,company.com
L0475,2024/4/7 14:42,ADS,SaaS,1000+,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0476,2024/6/23 2:11,REFERRAL,SaaS,1000+,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0477,2024/4/24 0:11,WEBINAR,FinTech,51-200,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0478,2024/6/8 15:42,REFERRAL,Manufacturing,201-1000,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0479,2024/3/29 22:17,ADS,Healthcare,1000+,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0480,2024/4/4 15:31,PARTNER,Healthcare,1000+,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0481,2024/5/6 8:27,REFERRAL,FinTech,0-50,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0482,2024/3/19 0:31,PARTNER,FinTech,51-200,Manager,company.com,company.com,company.com,company.com,company.com
L0483,2024/3/22 14:59,WEBINAR,FinTech,0-50,Individual,company.com,company.com,company.com,company.com,company.com
L0484,2024/6/14 17:50,PARTNER,FinTech,201-1000,Individual,company.com,company.com,company.com,company.com,company.com
L0485,2024/3/21 10:52,WEBINAR,E-commerce,1000+,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0486,2024/6/15 11:12,ADS,SaaS,51-200,VP+,company.com,company.com,company.com,company.com,company.com
L0487,2024/5/10 13:39,ADS,SaaS,0-50,Individual,company.com,company.com,company.com,company.com,company.com
L0488,2024/3/20 18:17,SEO,E-commerce,0-50,VP+,company.com,company.com,company.com,company.com,company.com
L0489,2024/3/23 13:50,SEO,SaaS,51-200,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0490,2024/6/19 16:08,REFERRAL,E-commerce,0-50,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0491,2024/5/29 6:46,SEO,Manufacturing,201-1000,VP+,163.com,163.com,163.com,163.com,163.com
L0492,2024/5/13 16:11,WEBINAR,Healthcare,201-1000,Manager,company.com,company.com,company.com,company.com,company.com
L0493,2024/6/16 19:35,SEO,Manufacturing,0-50,Individual,company.com,company.com,company.com,company.com,company.com
L0494,2024/6/18 15:26,WEBINAR,Manufacturing,51-200,VP+,company.com,company.com,company.com,company.com,company.com
L0495,2024/3/15 6:43,ADS,E-commerce,1000+,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0496,2024/3/15 10:28,SEO,Manufacturing,1000+,VP+,163.com,163.com,163.com,163.com,163.com
L0497,2024/5/6 15:01,REFERRAL,Manufacturing,1000+,Director,163.com,163.com,163.com,163.com,163.com
L0498,2024/5/25 1:43,WEBINAR,SaaS,1000+,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0499,2024/4/17 22:00,ADS,Manufacturing,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0500,2024/6/19 6:32,WEBINAR,FinTech,0-50,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0501,2024/4/26 18:34,WEBINAR,Manufacturing,0-50,Director,company.com,company.com,company.com,company.com,company.com
L0502,2024/5/11 5:51,SEO,E-commerce,0-50,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0503,2024/5/23 7:31,WEBINAR,SaaS,0-50,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0504,2024/6/4 17:39,REFERRAL,Healthcare,51-200,Manager,163.com,163.com,163.com,163.com,163.com
L0505,2024/5/23 15:11,SEO,Healthcare,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0506,2024/6/17 11:27,REFERRAL,Healthcare,51-200,VP+,163.com,163.com,163.com,163.com,163.com
L0507,2024/6/17 22:04,SEO,Manufacturing,1000+,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0508,2024/4/8 10:40,PARTNER,SaaS,0-50,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0509,2024/4/5 12:18,PARTNER,FinTech,0-50,Director,163.com,163.com,163.com,163.com,163.com
L0510,2024/5/14 21:53,ADS,E-commerce,51-200,VP+,company.com,company.com,company.com,company.com,company.com
L0511,2024/6/12 10:11,SEO,E-commerce,201-1000,Director,company.com,company.com,company.com,company.com,company.com
L0512,2024/6/25 12:13,WEBINAR,Healthcare,1000+,Individual,163.com,163.com,163.com,163.com,163.com
L0513,2024/5/23 11:57,WEBINAR,FinTech,201-1000,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0514,2024/3/27 1:13,PARTNER,E-commerce,51-200,Individual,company.com,company.com,company.com,company.com,company.com
L0515,2024/4/5 4:35,SEO,FinTech,0-50,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0516,2024/5/28 14:56,REFERRAL,Manufacturing,201-1000,Individual,company.com,company.com,company.com,company.com,company.com
L0517,2024/5/9 3:19,SEO,E-commerce,1000+,Manager,company.com,company.com,company.com,company.com,company.com
L0518,2024/4/30 7:33,ADS,Healthcare,51-200,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0519,2024/5/12 14:49,ADS,E-commerce,51-200,Manager,163.com,163.com,163.com,163.com,163.com
L0520,2024/6/17 4:45,ADS,SaaS,0-50,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0521,2024/3/16 0:41,SEO,E-commerce,201-1000,Manager,company.com,company.com,company.com,company.com,company.com
L0522,2024/3/1 19:31,ADS,SaaS,1000+,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0523,2024/5/7 14:18,PARTNER,Healthcare,51-200,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0524,2024/3/29 4:09,REFERRAL,FinTech,1000+,Individual,163.com,163.com,163.com,163.com,163.com
L0525,2024/3/11 0:47,PARTNER,FinTech,201-1000,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0526,2024/6/3 0:47,ADS,E-commerce,201-1000,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0527,2024/6/12 4:34,PARTNER,E-commerce,51-200,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0528,2024/3/19 13:26,ADS,Manufacturing,0-50,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0529,2024/4/19 19:44,PARTNER,E-commerce,1000+,Manager,company.com,company.com,company.com,company.com,company.com
L0530,2024/3/16 18:35,WEBINAR,SaaS,1000+,Director,company.com,company.com,company.com,company.com,company.com
L0531,2024/3/15 5:02,SEO,Manufacturing,1000+,Director,company.com,company.com,company.com,company.com,company.com
L0532,2024/3/7 11:03,WEBINAR,E-commerce,0-50,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0533,2024/3/11 9:19,PARTNER,FinTech,0-50,VP+,company.com,company.com,company.com,company.com,company.com
L0534,2024/5/13 21:18,PARTNER,Manufacturing,1000+,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0535,2024/5/22 3:05,REFERRAL,FinTech,0-50,Manager,company.com,company.com,company.com,company.com,company.com
L0536,2024/4/25 0:36,REFERRAL,FinTech,51-200,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0537,2024/6/10 11:11,PARTNER,E-commerce,201-1000,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0538,2024/3/8 23:00,WEBINAR,SaaS,1000+,Individual,company.com,company.com,company.com,company.com,company.com
L0539,2024/4/25 17:46,WEBINAR,E-commerce,51-200,VP+,company.com,company.com,company.com,company.com,company.com
L0540,2024/3/16 9:18,SEO,SaaS,201-1000,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0541,2024/6/12 6:46,REFERRAL,E-commerce,201-1000,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0542,2024/5/16 12:34,REFERRAL,FinTech,201-1000,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0543,2024/5/7 9:43,ADS,Manufacturing,1000+,Individual,company.com,company.com,company.com,company.com,company.com
L0544,2024/5/28 14:00,WEBINAR,SaaS,201-1000,Manager,163.com,163.com,163.com,163.com,163.com
L0545,2024/4/12 1:18,PARTNER,SaaS,0-50,Individual,163.com,163.com,163.com,163.com,163.com
L0546,2024/4/21 19:53,SEO,Healthcare,51-200,Individual,163.com,163.com,163.com,163.com,163.com
L0547,2024/5/14 2:59,PARTNER,SaaS,51-200,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0548,2024/4/7 18:12,ADS,SaaS,51-200,Director,company.com,company.com,company.com,company.com,company.com
L0549,2024/6/25 17:08,REFERRAL,FinTech,201-1000,Manager,company.com,company.com,company.com,company.com,company.com
L0550,2024/3/26 4:41,ADS,Manufacturing,0-50,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0551,2024/3/1 18:38,WEBINAR,Healthcare,1000+,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0552,2024/3/25 1:06,ADS,E-commerce,201-1000,Individual,163.com,163.com,163.com,163.com,163.com
L0553,2024/3/2 1:48,ADS,FinTech,0-50,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0554,2024/5/18 2:11,WEBINAR,FinTech,0-50,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0555,2024/5/17 16:07,REFERRAL,Manufacturing,1000+,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0556,2024/6/16 7:48,ADS,Manufacturing,1000+,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0557,2024/6/18 1:13,REFERRAL,E-commerce,201-1000,Director,company.com,company.com,company.com,company.com,company.com
L0558,2024/6/16 14:02,SEO,E-commerce,51-200,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0559,2024/6/13 20:36,PARTNER,SaaS,201-1000,Individual,163.com,163.com,163.com,163.com,163.com
L0560,2024/6/29 23:14,ADS,SaaS,1000+,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0561,2024/4/3 11:06,PARTNER,SaaS,201-1000,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0562,2024/6/5 4:06,REFERRAL,FinTech,1000+,Director,163.com,163.com,163.com,163.com,163.com
L0563,2024/5/4 18:34,PARTNER,Healthcare,201-1000,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0564,2024/3/2 11:25,ADS,FinTech,0-50,Manager,163.com,163.com,163.com,163.com,163.com
L0565,2024/5/14 8:55,ADS,E-commerce,51-200,Individual,163.com,163.com,163.com,163.com,163.com
L0566,2024/5/8 9:56,ADS,FinTech,1000+,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0567,2024/5/14 16:13,REFERRAL,FinTech,0-50,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0568,2024/5/5 11:39,REFERRAL,E-commerce,51-200,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0569,2024/3/14 12:06,REFERRAL,FinTech,1000+,VP+,company.com,company.com,company.com,company.com,company.com
L0570,2024/5/2 6:46,SEO,E-commerce,0-50,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0571,2024/5/29 22:23,PARTNER,FinTech,1000+,Individual,company.com,company.com,company.com,company.com,company.com
L0572,2024/6/4 20:34,PARTNER,E-commerce,201-1000,Manager,163.com,163.com,163.com,163.com,163.com
L0573,2024/3/14 16:57,ADS,E-commerce,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0574,2024/5/29 18:30,REFERRAL,FinTech,201-1000,Manager,163.com,163.com,163.com,163.com,163.com
L0575,2024/3/13 2:25,REFERRAL,Manufacturing,201-1000,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0576,2024/3/8 22:09,ADS,FinTech,51-200,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0577,2024/6/22 5:06,PARTNER,E-commerce,51-200,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0578,2024/6/12 6:49,SEO,E-commerce,1000+,Director,163.com,163.com,163.com,163.com,163.com
L0579,2024/3/5 4:59,ADS,E-commerce,1000+,Director,163.com,163.com,163.com,163.com,163.com
L0580,2024/5/13 16:40,SEO,FinTech,0-50,VP+,company.com,company.com,company.com,company.com,company.com
L0581,2024/6/30 19:06,WEBINAR,Healthcare,1000+,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0582,2024/4/23 19:10,PARTNER,E-commerce,1000+,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0583,2024/6/20 8:36,WEBINAR,E-commerce,1000+,Director,company.com,company.com,company.com,company.com,company.com
L0584,2024/6/6 2:15,REFERRAL,Healthcare,51-200,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0585,2024/6/6 22:34,REFERRAL,E-commerce,0-50,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0586,2024/5/7 2:44,PARTNER,FinTech,51-200,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0587,2024/3/10 0:34,REFERRAL,Manufacturing,201-1000,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0588,2024/5/25 4:31,ADS,Manufacturing,201-1000,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0589,2024/5/24 5:48,REFERRAL,FinTech,1000+,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0590,2024/4/8 9:57,PARTNER,SaaS,201-1000,Individual,company.com,company.com,company.com,company.com,company.com
L0591,2024/4/8 18:00,PARTNER,Healthcare,201-1000,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0592,2024/3/15 11:22,PARTNER,FinTech,1000+,Director,163.com,163.com,163.com,163.com,163.com
L0593,2024/3/15 7:03,REFERRAL,Healthcare,51-200,Director,company.com,company.com,company.com,company.com,company.com
L0594,2024/6/22 23:05,WEBINAR,E-commerce,0-50,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0595,2024/6/5 10:09,PARTNER,SaaS,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0596,2024/3/22 20:53,ADS,Healthcare,0-50,Manager,company.com,company.com,company.com,company.com,company.com
L0597,2024/5/27 11:49,REFERRAL,Healthcare,1000+,Manager,163.com,163.com,163.com,163.com,163.com
L0598,2024/4/14 1:47,ADS,Manufacturing,51-200,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0599,2024/4/3 9:14,ADS,E-commerce,51-200,Manager,163.com,163.com,163.com,163.com,163.com
L0600,2024/3/25 15:48,SEO,FinTech,201-1000,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0601,2024/5/11 16:16,WEBINAR,E-commerce,1000+,Individual,163.com,163.com,163.com,163.com,163.com
L0602,2024/6/11 17:18,ADS,FinTech,1000+,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0603,2024/6/10 10:45,ADS,E-commerce,201-1000,Director,163.com,163.com,163.com,163.com,163.com
L0604,2024/3/9 15:22,WEBINAR,E-commerce,1000+,Individual,company.com,company.com,company.com,company.com,company.com
L0605,2024/5/4 10:00,REFERRAL,Healthcare,0-50,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0606,2024/4/12 20:25,PARTNER,Healthcare,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0607,2024/3/18 5:49,ADS,Healthcare,201-1000,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0608,2024/5/15 19:21,WEBINAR,Manufacturing,201-1000,Manager,163.com,163.com,163.com,163.com,163.com
L0609,2024/5/12 9:16,WEBINAR,Manufacturing,51-200,Manager,company.com,company.com,company.com,company.com,company.com
L0610,2024/5/14 22:06,WEBINAR,E-commerce,0-50,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0611,2024/4/8 14:01,SEO,E-commerce,51-200,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0612,2024/4/23 12:32,PARTNER,Healthcare,51-200,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0613,2024/4/23 10:03,SEO,Healthcare,51-200,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0614,2024/6/28 8:25,REFERRAL,Healthcare,1000+,Manager,163.com,163.com,163.com,163.com,163.com
L0615,2024/5/29 11:53,WEBINAR,SaaS,0-50,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0616,2024/6/25 9:54,REFERRAL,Manufacturing,1000+,Individual,company.com,company.com,company.com,company.com,company.com
L0617,2024/3/4 4:09,ADS,E-commerce,0-50,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0618,2024/5/13 20:22,SEO,FinTech,51-200,Manager,163.com,163.com,163.com,163.com,163.com
L0619,2024/5/9 9:10,PARTNER,FinTech,1000+,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0620,2024/4/30 9:26,SEO,E-commerce,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0621,2024/5/30 22:01,REFERRAL,Manufacturing,201-1000,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0622,2024/3/31 13:15,SEO,E-commerce,0-50,VP+,163.com,163.com,163.com,163.com,163.com
L0623,2024/4/30 8:53,WEBINAR,SaaS,201-1000,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0624,2024/4/16 3:38,PARTNER,FinTech,1000+,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0625,2024/3/12 22:18,ADS,SaaS,0-50,VP+,163.com,163.com,163.com,163.com,163.com
L0626,2024/6/29 15:20,REFERRAL,SaaS,51-200,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0627,2024/4/10 0:06,REFERRAL,FinTech,51-200,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0628,2024/4/19 6:26,WEBINAR,Manufacturing,0-50,Individual,company.com,company.com,company.com,company.com,company.com
L0629,2024/3/30 16:42,ADS,FinTech,1000+,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0630,2024/4/14 14:25,REFERRAL,E-commerce,1000+,Individual,163.com,163.com,163.com,163.com,163.com
L0631,2024/3/10 6:38,REFERRAL,Manufacturing,201-1000,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0632,2024/4/22 0:23,REFERRAL,Manufacturing,1000+,Director,company.com,company.com,company.com,company.com,company.com
L0633,2024/4/15 18:29,REFERRAL,Manufacturing,201-1000,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0634,2024/6/26 0:17,ADS,FinTech,0-50,VP+,163.com,163.com,163.com,163.com,163.com
L0635,2024/3/3 14:45,REFERRAL,E-commerce,0-50,Individual,163.com,163.com,163.com,163.com,163.com
L0636,2024/5/16 11:13,ADS,SaaS,0-50,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0637,2024/5/10 20:22,SEO,Manufacturing,201-1000,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0638,2024/3/23 13:24,REFERRAL,Manufacturing,201-1000,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0639,2024/4/7 6:03,ADS,FinTech,1000+,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0640,2024/4/3 1:13,WEBINAR,E-commerce,51-200,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0641,2024/4/1 4:22,PARTNER,FinTech,201-1000,VP+,163.com,163.com,163.com,163.com,163.com
L0642,2024/4/21 20:22,SEO,SaaS,51-200,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0643,2024/4/11 4:10,SEO,Manufacturing,0-50,VP+,company.com,company.com,company.com,company.com,company.com
L0644,2024/6/3 13:54,PARTNER,SaaS,201-1000,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0645,2024/4/24 7:33,SEO,E-commerce,1000+,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0646,2024/3/31 3:57,WEBINAR,E-commerce,201-1000,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0647,2024/3/26 11:35,PARTNER,FinTech,0-50,Individual,company.com,company.com,company.com,company.com,company.com
L0648,2024/3/4 2:21,SEO,FinTech,201-1000,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0649,2024/6/30 3:16,ADS,E-commerce,51-200,VP+,163.com,163.com,163.com,163.com,163.com
L0650,2024/3/12 5:01,SEO,FinTech,0-50,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0651,2024/3/22 21:13,REFERRAL,Healthcare,201-1000,Director,company.com,company.com,company.com,company.com,company.com
L0652,2024/3/24 14:24,SEO,FinTech,201-1000,Individual,company.com,company.com,company.com,company.com,company.com
L0653,2024/5/30 23:36,SEO,Manufacturing,0-50,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0654,2024/5/12 3:42,ADS,Healthcare,201-1000,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0655,2024/6/19 10:52,WEBINAR,FinTech,201-1000,Individual,163.com,163.com,163.com,163.com,163.com
L0656,2024/6/28 23:44,REFERRAL,SaaS,201-1000,Individual,company.com,company.com,company.com,company.com,company.com
L0657,2024/6/13 12:14,REFERRAL,SaaS,0-50,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0658,2024/5/6 6:40,REFERRAL,Manufacturing,201-1000,VP+,company.com,company.com,company.com,company.com,company.com
L0659,2024/4/2 10:38,REFERRAL,E-commerce,201-1000,Director,163.com,163.com,163.com,163.com,163.com
L0660,2024/5/20 2:49,REFERRAL,SaaS,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0661,2024/6/5 23:21,PARTNER,FinTech,51-200,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0662,2024/6/17 22:51,SEO,Healthcare,1000+,Director,163.com,163.com,163.com,163.com,163.com
L0663,2024/6/19 14:56,ADS,Manufacturing,0-50,Director,company.com,company.com,company.com,company.com,company.com
L0664,2024/5/3 2:48,REFERRAL,SaaS,51-200,VP+,company.com,company.com,company.com,company.com,company.com
L0665,2024/3/28 2:51,ADS,FinTech,1000+,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0666,2024/3/25 7:25,SEO,E-commerce,201-1000,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0667,2024/4/1 16:49,PARTNER,SaaS,201-1000,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0668,2024/3/3 16:37,WEBINAR,E-commerce,0-50,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0669,2024/5/13 15:26,ADS,FinTech,0-50,Manager,163.com,163.com,163.com,163.com,163.com
L0670,2024/5/21 21:56,SEO,Healthcare,0-50,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0671,2024/6/4 1:51,SEO,SaaS,0-50,Individual,163.com,163.com,163.com,163.com,163.com
L0672,2024/4/7 12:26,SEO,SaaS,0-50,Director,163.com,163.com,163.com,163.com,163.com
L0673,2024/6/6 21:25,PARTNER,SaaS,51-200,VP+,163.com,163.com,163.com,163.com,163.com
L0674,2024/3/11 11:45,SEO,Manufacturing,51-200,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0675,2024/5/23 18:57,SEO,E-commerce,1000+,Individual,company.com,company.com,company.com,company.com,company.com
L0676,2024/3/1 15:19,REFERRAL,FinTech,1000+,VP+,163.com,163.com,163.com,163.com,163.com
L0677,2024/5/3 19:42,SEO,Manufacturing,51-200,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0678,2024/4/5 14:51,ADS,FinTech,0-50,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0679,2024/4/29 23:16,WEBINAR,Manufacturing,1000+,VP+,163.com,163.com,163.com,163.com,163.com
L0680,2024/6/6 22:21,REFERRAL,Manufacturing,1000+,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0681,2024/5/26 8:37,REFERRAL,Manufacturing,1000+,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0682,2024/6/25 7:17,REFERRAL,Manufacturing,51-200,Manager,163.com,163.com,163.com,163.com,163.com
L0683,2024/5/7 12:24,WEBINAR,E-commerce,201-1000,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0684,2024/3/12 10:41,REFERRAL,Healthcare,201-1000,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0685,2024/4/20 11:11,SEO,FinTech,0-50,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0686,2024/3/5 17:06,PARTNER,Manufacturing,1000+,Individual,163.com,163.com,163.com,163.com,163.com
L0687,2024/6/14 16:51,WEBINAR,Healthcare,1000+,Individual,company.com,company.com,company.com,company.com,company.com
L0688,2024/4/13 10:55,ADS,Manufacturing,0-50,Director,163.com,163.com,163.com,163.com,163.com
L0689,2024/4/3 2:13,SEO,E-commerce,1000+,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0690,2024/6/7 12:16,PARTNER,Healthcare,0-50,VP+,163.com,163.com,163.com,163.com,163.com
L0691,2024/4/7 23:25,ADS,SaaS,201-1000,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0692,2024/4/18 20:56,REFERRAL,SaaS,1000+,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0693,2024/6/11 0:42,PARTNER,Healthcare,51-200,Director,company.com,company.com,company.com,company.com,company.com
L0694,2024/6/30 8:27,REFERRAL,E-commerce,201-1000,VP+,163.com,163.com,163.com,163.com,163.com
L0695,2024/4/12 8:08,ADS,FinTech,51-200,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0696,2024/3/20 21:20,ADS,FinTech,201-1000,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0697,2024/3/3 9:48,SEO,FinTech,51-200,Manager,163.com,163.com,163.com,163.com,163.com
L0698,2024/3/19 8:36,WEBINAR,E-commerce,201-1000,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0699,2024/5/28 13:36,SEO,Manufacturing,0-50,Manager,163.com,163.com,163.com,163.com,163.com
L0700,2024/3/3 10:33,ADS,Healthcare,51-200,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0701,2024/6/22 22:09,ADS,FinTech,0-50,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0702,2024/4/25 22:42,REFERRAL,Healthcare,51-200,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0703,2024/5/24 0:56,PARTNER,Healthcare,201-1000,Manager,163.com,163.com,163.com,163.com,163.com
L0704,2024/5/20 0:30,REFERRAL,FinTech,51-200,VP+,company.com,company.com,company.com,company.com,company.com
L0705,2024/5/19 19:34,REFERRAL,SaaS,51-200,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
